Course #	Dep	ID	Course Name	SBC	Credits
WST 301	WST	301	Histories of Feminism	DIV SBS+	3
WST 305	WST	305	Feminist Theories in Context	HFA+	3
WST 310	WST	310	Contemporary Feminist Issues	SBS+	3
WST 314	WST	314	Music, Gender, and Sexuality	SBS+	3
WST 315	WST	315	Gender and Sexuality in Ancient Greek Literature	HFA+	3
WST 320	WST	320	Women in Judaism	SBS+	3
WST 323	WST	323	Women of Color in the U.S.	DIV SBS+	3
WST 330	WST	330	Gender Issues in the Law	DIV SBS+	3
WST 331	WST	331	Japanese Literature in the Feminine Domain	HFA+	3
WST 334	WST	334	Women and Gender in Modern European History	SBS+	3
WST 340	WST	340	Sociology of Human Reproduction	STAS	3
WST 347	WST	347	Women and Politics	DIV SBS+	3
WST 350	WST	350	Black Women and Social Change: A Cross-Cultural Perspective	SBS+	3
WST 360	WST	360	Women and Gender in Pre-Modern European History	SBS+	3
WST 371	WST	371	Gender and Work	SBS+	3
WST 372	WST	372	Topics in Women and Literature	HFA+	3
WST 374	WST	374	Historical Perspectives on Gender Orientation	DIV SBS+	3
WST 377	WST	377	Psychology of Women	SBS+	3
WST 381	WST	381	AIDS, Race, and Gender in the Black Community	SBS+	3
WST 382	WST	382	Black Women's Literature of the African Diaspora	DIV HFA+	3
WST 384	WST	384	Advanced Topics in Feminist Philosophy (III)	CER HFA+	3
WST 390	WST	390	Special Topics in Women's and Gender Studies in the Humanities	HFA+	3
WST 391	WST	391	Special Topics in Women's and Gender Studies in the Humanities	HFA+	3
WST 392	WST	392	Special Topics in Women and Science	DIV STAS	3
WST 394	WST	394	Special Topics in Medicine, Reproduction, and Gender	STAS	3
WST 395	WST	395	Topics in Global Feminism	DIV GLO SBS+	3
WST 396	WST	396	Special Topics in the History of American Women	SBS+	3
WST 397	WST	397	Social Sciences Topics in Women's and Gender Studies	GLO SBS+	3
WST 398	WST	398	Topics in Gender, Race, and Ethnicity	DIV SBS+	3
WST 399	WST	399	Topics in Gender and Sexuality	DIV HFA+	3
WST 401	WST	401	Seminar in Women's and Gender Studies		3
WST 402	WST	402	Seminar in Women's and Gender Studies		3
WST 407	WST	407	Senior Research Seminar for Women's and Gender Studies Minors	EXP+ SPK WRTD	3
WST 408	WST	408	Senior Research Seminar for Women's and Gender Studies Majors	EXP+ SPK WRTD	3
WST 444	WST	444	Experiential Learning	EXP+	0
WST 447	WST	447	Directed Readings in Women's and Gender Studies		1-3
WST 458	WST	458	Speak Effectively Before an Audience	SPK	0
WST 459	WST	459	Write Effectively in Women's Studies	WRTD	0
WST 475	WST	475	Undergraduate Teaching Practicum I	EXP+	3
WST 476	WST	476	Undergraduate Teaching Practicum in Women's and Gender Studies II	EXP+	3
WST 487	WST	487	Independent Project in Women's and Gender Studies		0-6
WST 488	WST	488	Internship	EXP+	0-6
WST 495	WST	495	Senior Honors Project in Women's and Gender Studies	WRTD	3
WST 496	WST	496	Senior Honors Project in Women's and Gender Studies	WRTD	3
