Course #	Dep	ID	Course Name	SBC	Credits
COM 415	COM	415	Data Analysis and Storytelling	STAS	3
COM 436	COM	436	Environmental Communication		3
COM 487	COM	487	Independent Study		0-6
COM 491	COM	491	Mass Communication Senior Project	EXP+ WRTD	3
COM 494	COM	494	Mass Communication Internship	EXP+	0-6
CSE 101	CSE	101	Computer Science Principles	TECH	3
CSE 102	CSE	102	Introduction to Web Design and Programming	TECH	3
CSE 110	CSE	110	Introduction to Computer Science	TECH	3
CSE 114	CSE	114	Introduction to Object-Oriented Programming	TECH	4
CSE 130	CSE	130	Introduction to Programming in C		3
CSE 150	CSE	150	Foundations of Computer Science: Honors		4
CSE 160	CSE	160	Computer Science A: Honors	TECH	3
CSE 161	CSE	161	Laboratory for Computer Science A: Honors		1
CSE 190	CSE	190	Special Topics in Practice and Applications of Computer Science	TECH	3
CSE 191	CSE	191	Special Topics in Practice and Applications for Computer Science	TECH	3
CSE 192	CSE	192	Special Topics in Practice and Applications for Computer Science	TECH	3
CSE 214	CSE	214	Data Structures		4
CSE 215	CSE	215	Foundations of Computer Science		4
CSE 216	CSE	216	Programming Abstractions		4
CSE 220	CSE	220	Systems Fundamentals I		4
CSE 230	CSE	230	Intermediate Programming in C and C++		3
CSE 260	CSE	260	Computer Science B: Honors		3
CSE 261	CSE	261	Laboratory for Computer Science B: Honors		1
CSE 300	CSE	300	Technical Communications	SPK WRTD	3
CSE 301	CSE	301	History of Computing	STAS	3
CSE 303	CSE	303	Introduction to the Theory of Computation		3
CSE 304	CSE	304	Compiler Design		3
CSE 305	CSE	305	Principles of Database Systems	ESI EXP+ SBS+ STEM+	3
CSE 306	CSE	306	Operating Systems	ESI EXP+ SBS+ STEM+	3
CSE 307	CSE	307	Principles of Programming Languages		3
CSE 310	CSE	310	Computer Networks		3
CSE 311	CSE	311	Systems Administration		3
CSE 312	CSE	312	Legal, Social, and Ethical Issues in Information Systems	CER ESI STAS	3
CSE 316	CSE	316	Fundamentals of Software Development	ESI EXP+ SBS+ STEM+	3
CSE 320	CSE	320	Systems Fundamentals II		3
CSE 323	CSE	323	Human-Computer Interaction		3
CSE 325	CSE	325	Computers and Sculpture		3
CSE 327	CSE	327	Fundamentals of Computer Vision		3
CSE 328	CSE	328	Fundamentals of Computer Graphics		3
CSE 331	CSE	331	Computer Security Fundamentals		3
CSE 332	CSE	332	Introduction to Visualization		3
CSE 333	CSE	333	User Interface Development		3
CSE 334	CSE	334	Introduction to Multimedia Systems		3
CSE 336	CSE	336	Internet Programming		3
CSE 337	CSE	337	Scripting Languages		3
CSE 350	CSE	350	Theory of Computation: Honors		4
CSE 351	CSE	351	Introduction to Data Science		3
CSE 352	CSE	352	Artificial Intelligence		3
CSE 353	CSE	353	Machine Learning		3
CSE 354	CSE	354	Natural Language Processing		3
CSE 355	CSE	355	Computational Geometry		3
CSE 356	CSE	356	Cloud Computing		3
CSE 357	CSE	357	Statistical Methods for Data Science		3
CSE 360	CSE	360	Software Security		3
CSE 361	CSE	361	Web Security		3
CSE 362	CSE	362	Mobile Security		3
CSE 363	CSE	363	Offensive Security		3
CSE 364	CSE	364	Advanced Multimedia Techniques		3
CSE 366	CSE	366	Introduction to Virtual Reality		3
CSE 370	CSE	370	Wireless and Mobile Networking		3
CSE 371	CSE	371	Logic		3
CSE 373	CSE	373	Analysis of Algorithms		3
CSE 376	CSE	376	Advanced Systems Programming in UNIX/C		3
CSE 377	CSE	377	Introduction to Medical Imaging		3
CSE 378	CSE	378	Introduction to Robotics		3
CSE 380	CSE	380	2D Game Programming		3
CSE 381	CSE	381	3D Game Programming		3
CSE 385	CSE	385	Analysis of Algorithms: Honors		4
CSE 390	CSE	390	Special Topics in Computer Science		3
CSE 391	CSE	391	Special Topics in Computer Science		3
CSE 392	CSE	392	Special Topics in Computer Science		3
CSE 393	CSE	393	Special Topics in Computer Science		3
CSE 394	CSE	394	Special Topics in Computer Science		3
CSE 416	CSE	416	Software Engineering	ESI EXP+ SBS+ STEM+	3
CSE 475	CSE	475	Undergraduate Teaching Practicum	EXP+	3
CSE 487	CSE	487	Research in Computer Science		0-6
CSE 488	CSE	488	Internship in Computer Science	EXP+	3
CSE 495	CSE	495	Senior Honors Research Project I		3
CSE 496	CSE	496	Senior Honors Research Project II		3
CWL 190	CWL	190	Introduction to Contemporary Literature	HUM	3
CWL 202	CWL	202	Introduction to Creative Writing: Writing Everything	ARTS	3
CWL 250	CWL	250	Join the Conversation		3
CWL 300	CWL	300	Forms of Creative Nonfiction	HFA+ WRTD	3
CWL 305	CWL	305	Forms of Fiction	HFA+ WRTD	3
CWL 310	CWL	310	Forms of Poetry	HFA+ WRTD	3
CWL 315	CWL	315	Forms of Scriptwriting	HFA+ WRTD	3
CWL 320	CWL	320	Forms of Interdisciplinary Arts	EXP+ WRTD	3
CWL 325	CWL	325	Forms of Science Writing	STAS WRTD	3
CWL 330	CWL	330	Topics in European Literature for Writers	GLO HFA+	3
CWL 335	CWL	335	Topics in American Literature for Writers	HFA+ USA	3
CWL 340	CWL	340	Topics in World Literature for Writers	GLO HFA+	3
CWL 390	CWL	390	The Ethics of the Creative Imagination	CER SPK	4
CWL 444	CWL	444	Experiential Learning	EXP+	0
CWL 450	CWL	450	Senior Project	EXP+	3
CWL 487	CWL	487	Mind the Gap: Independent Reading	ESI	4
CWL 499	CWL	499	Thesis		1-6
DAN 101	DAN	101	Movement & Somatic Learning	ARTS	3
DAN 102	DAN	102	Intro to World Dance Cultures	ARTS GLO	3
DAN 164	DAN	164	Tap Technique and History	ARTS	3
DAN 165	DAN	165	Contemporary Dance I	ARTS	3
DAN 166	DAN	166	Ballet Technique I	ARTS	3
DAN 167	DAN	167	Jazz Dance Technique I	ARTS	3
DAN 168	DAN	168	World Dance I	ARTS GLO	3
DAN 203	DAN	203	Laban Movement Analysis	HFA+	3
DAN 264	DAN	264	Movement Awareness and Analysis	ARTS	3
DAN 353	DAN	353	Special Topics in Dance Performance	HFA+	3
DAN 365	DAN	365	Contemporary Dance II	HFA+	3
DAN 366	DAN	366	Ballet Technique II	HFA+	3
DAN 367	DAN	367	Jazz Dance Technique II	HFA+	3
DAN 368	DAN	368	Dance Improvisation	HFA+	3
DAN 369	DAN	369	World Dance II	GLO HFA+	3
DAN 400	DAN	400	Performance Dance Ensemble	EXP+ HFA+	3
DAN 444	DAN	444	Experiential Learning	EXP+	0
DAN 465	DAN	465	Contemporary Dance Theatre and Repertory	HFA+	3
DAN 467	DAN	467	Jazz Dance Technique III	HFA+	3
DAN 468	DAN	468	Choreography		3
DAN 475	DAN	475	Undergraduate Teaching Practicum I	EXP+	3
DAN 476	DAN	476	Undergraduate Teaching Practicum II	EXP+	3
DAN 487	DAN	487	Independent Research		0-6
DAN 488	DAN	488	Internship	EXP+	0-6
DIA 383	DIA	383	Topics in Game Studies	ESI STAS	3
DIA 444	DIA	444	Experiential Learning	EXP+	0
EAS 101	EAS	101	Engineering and Applied Sciences		1-3
EAS 310	EAS	310	Global Design Engineering Innovation	GLO SPK TECH ESI EXP+	3
EAS 312	EAS	312	Engineering for the Developing World	STAS ESI EXP+	3
EBH 200	EBH	200	The Evolution of Human Behavior	SBS+	3
EBH 204	EBH	204	Research Skills	ESI SPK	3
EBH 230	EBH	230	Computer-based Biostatistics	QPS	4
EBH 302	EBH	302	Human Genetics		3
EBH 316	EBH	316	The Evolution of the Human Brain	STEM+	3
EBH 325	EBH	325	Evolution of Sex	SPK STEM+	3
EBH 331	EBH	331	Hormones and Behavior	STEM+	3
EBH 359	EBH	359	Behavioral Ecology	STEM+	3
EBH 362	EBH	362	Evolution of Social Complexity	STEM+	3
EBH 370	EBH	370	Advanced Human Genetics	TECH	3
EBH 380	EBH	380	Genomics		3
EBH 381	EBH	381	Genomics Laboratory	TECH	3
EBH 391	EBH	391	Topics in Human Evolutionary Biology		3
EBH 401	EBH	401	Seminar in Evolutionary Biology of Humans		3
EBH 404	EBH	404	Evolution of Parenting		3
EBH 405	EBH	405	Life History and Development	STEM+	3
EBH 444	EBH	444	Experiential Learning	EXP+	0
EBH 447	EBH	447	Readings in Human Evolutionary Biology		1-2
EBH 458	EBH	458	Speak Effectively Before an Audience	SPK	0
EBH 459	EBH	459	Write Effectively in Human Evolutionary Biology	WRTD	0
EBH 475	EBH	475	Undergraduate Teaching Practicum I	EXP+	3
EBH 476	EBH	476	Undergraduate Teaching Practicum II	EXP+	3
EBH 487	EBH	487	Independent Research in Human Evolutionary Biology	EXP+	0-6
EBH 488	EBH	488	Internship in Human Evolutionary Biology	EXP+	0-1
EBH 495	EBH	495	Senior Honors Project in Human Evolutionary Biology		3
EBH 496	EBH	496	Senior Honors Project in Human Evolutionary Biology	EXP+	3
ECO 108	ECO	108	Introduction to Economics	SBS	4
ECO 303	ECO	303	Intermediate Microeconomic Theory	SBS+	4
ECO 305	ECO	305	Intermediate Macroeconomic Theory	SBS+	4
ECO 310	ECO	310	Basic Computational Methods in Economics		4
ECO 320	ECO	320	Mathematical Statistics		4
ECO 321	ECO	321	Econometrics		4
ECO 322	ECO	322	Data Science and Machine Learning in Economics		3
ECO 323	ECO	323	Applied Microeconomics		4
ECO 325	ECO	325	International Trade		3
ECO 326	ECO	326	Industrial Organization		3
ECO 327	ECO	327	Health Economics	SBS+	3
ECO 329	ECO	329	Urban Economics		3
ECO 334	ECO	334	Demographic Economics of Developing Countries	SBS+	3
ECO 335	ECO	335	Economic Development		3
ECO 337	ECO	337	Labor Theory		3
ECO 348	ECO	348	Analysis for Managerial Decision Making		4
ECO 351	ECO	351	Special Topics in Economics		3
ECO 352	ECO	352	Special Topics in Economics		3
ECO 354	ECO	354	Special Topics in Economics		3
ECO 355	ECO	355	Game Theory	SBS+	3
ECO 356	ECO	356	Special Topics in Economics		3
ECO 357	ECO	357	Special Topics in Economics		3
ECO 359	ECO	359	Reading and Writing in Economics	WRTD	3
ECO 360	ECO	360	Money and Banking		3
ECO 362	ECO	362	Financial Economics		3
ECO 364	ECO	364	Thinking Strategically		3
ECO 373	ECO	373	Economics of Environment and Natural Resources	STAS	3
ECO 383	ECO	383	Public Finance		3
ECO 385	ECO	385	U.S. Economic History		3
ECO 386	ECO	386	International Finance		3
ECO 389	ECO	389	Corporate Finance		3
ECO 444	ECO	444	Experiential Learning	EXP+	0
ECO 459	ECO	459	Write Effectively in Economics	WRTD	0
ECO 475	ECO	475	Undergraduate Teaching Practicum I	EXP+	3
ECO 476	ECO	476	Undergraduate Teaching Practicum II	EXP+	3
ECO 487	ECO	487	Independent Research in Economics		0-6
ECO 488	ECO	488	Internship in Economics	EXP+	0-6
EDP 301	EDP	301	Urban Systems	SBS+	3
EDP 302	EDP	302	Sustainable Planning and Development	SBS+	3
EDP 303	EDP	303	Spatial Economics		3
EDP 305	EDP	305	Risk Assessment and Sustainable Development		3
EDP 307	EDP	307	Theories and Design of Urban Settlements	SBS+	3
EDP 309	EDP	309	Planning: Policies and Regulations	SBS+	3
EDP 404	EDP	404	Environmental Design Project	EXP+	3
EDP 444	EDP	444	Experiential Learning	EXP+	0
EDP 487	EDP	487	Research in Environmental Design, Policy, & Planning	EXP+	0-6
EDP 488	EDP	488	Internship in Environmental Design, Policy, & Planning	EXP+	0-1
EEL 111	EEL	111	Elementary Selected East European Language I	LANG	3
EEL 112	EEL	112	Elementary Selected East European Language II	LANG	3
EEO 124	EEO	124	C Programming for Electrical Engineers		3
EEO 218	EEO	218	Digital Logic Design	TECH	3
EEO 219	EEO	219	Digital Logic Design Laboratory		1
EEO 224	EEO	224	Object Oriented Programming for Electrical and Computer Engineers		3
EEO 271	EEO	271	Electrical Circuit Analysis		3
EEO 300	EEO	300	Technical Communication for Electrical Engineers		3
EEO 301	EEO	301	Signals and Systems		3
EEO 302	EEO	302	Engineering Ethics and Societal Impact	STAS	3
EEO 303	EEO	303	Digital Signal Processing		3
EEO 304	EEO	304	Electronic Instrumentation and Operational Amplifiers		3
EEO 306	EEO	306	Random Signals and Systems		3
EEO 311	EEO	311	Electronics Circuits II		3
EEO 314	EEO	314	Mos Transistor Modeling		3
EEO 315	EEO	315	Electronics Circuits I		3
EEO 316	EEO	316	Integrated Electronic Devices and Circuits		3
EEO 319	EEO	319	Electromagnetic Waves and Transmission Lines		3
EEO 331	EEO	331	Semiconductor Devices		3
EEO 346	EEO	346	Computer Communications		3
EEO 352	EEO	352	Electronics Laboratory I		3
EEO 353	EEO	353	Electronics Laboratory II		3
EEO 366	EEO	366	Design using Programmable Mixed-Signal Systems-on-Chip		4
EEO 388	EEO	388	Foundations of Machine Learning		3
EEO 414	EEO	414	Fundamentals of Low Noise Electronics for Sensors		3
EEO 425	EEO	425	Electric Machinery and Energy Conversion		3
EEO 440	EEO	440	Engineering Design I	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
EEO 441	EEO	441	Engineering Design II	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
EEO 470	EEO	470	Renewable Distributed Generation and Storage		3
EEO 475	EEO	475	Undergraduate Teaching Practicum		3
EEO 482	EEO	482	Power Systems Engineering I		3
EEO 488	EEO	488	Internship in Electrical Engineering	EXP+	3
EEO 499	EEO	499	Research in Electrical Engineering		0-3
EGL 111	EGL	111	World Literature: Ancient	GLO HUM	3
EGL 112	EGL	112	World Literature: Modern and Contemporary	GLO HUM	3
EGL 121	EGL	121	Global Film Traditions	GLO HUM	3
EGL 130	EGL	130	Literature, Science and Technology	CER STAS	3
EGL 140	EGL	140	Shakespeare in Performance	ARTS	3
EGL 191	EGL	191	Poetry: The Art of Verse	HUM	3
EGL 192	EGL	192	Fiction: The Art of the Story	HUM	3
EGL 193	EGL	193	Drama: Character on Stage and Page	HUM	3
EGL 194	EGL	194	Film: Mastering the Movies	GLO HUM	3
EGL 204	EGL	204	Literary Analysis and Argumentation		3
EGL 205	EGL	205	Survey of British Literature I	HFA+	3
EGL 206	EGL	206	Survey of British Literature II	HFA+	3
EGL 207	EGL	207	History of the English Language		3
EGL 210	EGL	210	Literature, Medicine, and Ethics	CER	3
EGL 217	EGL	217	American Literature I	DIV HUM USA	3
EGL 218	EGL	218	American Literature II	HUM USA	3
EGL 220	EGL	220	Critical Approaches to the Cinema	ARTS HUM	3
EGL 224	EGL	224	20th-Century Literatures in English	GLO HUM	3
EGL 226	EGL	226	20th-Century American Literature	HUM USA	3
EGL 231	EGL	231	Saints and Fools	CER HFA+	3
EGL 232	EGL	232	Rebels and Tyrants	CER HFA+	3
EGL 243	EGL	243	Shakespeare: The Major Works	HUM	3
EGL 249	EGL	249	African-American Literature and Music in the 19th and 20th Centuries	HFA+	3
EGL 250	EGL	250	Introduction to English Studies for STEM Majors	STAS	3
EGL 260	EGL	260	World Mythology	GLO HUM	3
EGL 261	EGL	261	The Bible as Literature	HUM	3
EGL 266	EGL	266	The 20th-Century Novel	HUM	3
EGL 274	EGL	274	African-American Literature	HUM USA	3
EGL 276	EGL	276	Feminism: Literature and Cultural Contexts	DIV HUM	3
EGL 284	EGL	284	Public Humanities Workshop	EXP+ HUM	3
EGL 285	EGL	285	Writing Workshop: Fiction		3
EGL 286	EGL	286	Writing Workshop: Poetry		3
EGL 290	EGL	290	What is Public Health? A Humanities Approach	CER HUM	3
EGL 300	EGL	300	Old English Literature	HFA+	3
EGL 301	EGL	301	Authors, Periods, Topics, or Genres, with Intensive Writing	ESI SPK WRTD	3
EGL 303	EGL	303	Genre or Media	HFA+	3
EGL 304	EGL	304	Renaissance Literature in English	HFA+	3
EGL 305	EGL	305	The Pacific, Travel & Empire	HFA+	3
EGL 308	EGL	308	Single Author	HFA+	3
EGL 309	EGL	309	Interdisciplinary Study of Literature	HFA+	3
EGL 311	EGL	311	Literary or Critical History	HFA+	3
EGL 317	EGL	317	Energy Humanities and Literature	HFA+ SPK TECH	3
EGL 319	EGL	319	Ecology and Evolution in American Literature	HFA+ WRTD	3
EGL 320	EGL	320	Modern and Contemporary Literature	HFA+	3
EGL 325	EGL	325	Screenwriting	ARTS	3
EGL 328	EGL	328	Documentary Theatre Creation	ARTS	3
EGL 333	EGL	333	The Italian-American Experience in Literature	HFA+	3
EGL 345	EGL	345	Shakespeare I	HFA+	3
EGL 346	EGL	346	Shakespeare II	HFA+	3
EGL 351	EGL	351	Documentary Cinema: History, Theory, Practice		3
EGL 360	EGL	360	Young Adult Literature	HFA+	3
EGL 361	EGL	361	Poetry in English	HFA+	3
EGL 362	EGL	362	Drama in English	HFA+	3
EGL 364	EGL	364	Prose in English	HFA+	3
EGL 367	EGL	367	Contemporary African-American Literature	DIV HFA+ USA	3
EGL 368	EGL	368	Caribbean and American Connections in Literature	HFA+	3
EGL 369	EGL	369	Topics in Race and Ethnicity in American Literatures and Cultures	HFA+ USA	3
EGL 370	EGL	370	Literature and Ethics	CER HFA+	3
EGL 371	EGL	371	Topics in Gender Studies in Literature	HFA+	3
EGL 372	EGL	372	Topics in Women and Literature	HFA+	3
EGL 373	EGL	373	Literature in English from Non-Western Cultures	GLO HFA+	3
EGL 374	EGL	374	English Literature in Relation to Other Literatures	HFA+	3
EGL 376	EGL	376	The Literature of Imperialism	CER GLO HFA+	3
EGL 378	EGL	378	Contemporary Native American Fiction	HFA+ USA	3
EGL 379	EGL	379	Native American Texts and Contexts	HFA+ USA	3
EGL 380	EGL	380	Senior Seminar	SPK WRTD	3
EGL 381	EGL	381	Advanced Analytic and Argumentative Writing	ESI	3
EGL 382	EGL	382	Black Women's Literature of the African Diaspora	DIV HFA+	3
EGL 385	EGL	385	Advanced Fiction Workshop		3
EGL 386	EGL	386	Advanced Poetry Workshop	ARTS	3
EGL 387	EGL	387	Playwriting	ARTS	3
EGL 389	EGL	389	Science Fiction	CER STAS	3
EGL 390	EGL	390	Topics in American or Anglophone Literary History	HFA+	3
EGL 391	EGL	391	Topics in British Literary History Pre-1800	HFA+	3
EGL 392	EGL	392	Topics in British Literary History After 1750	HFA+	3
EGL 394	EGL	394	Topics in Literary and Cultural Studies of Science and Technology	CER STAS	3
EGL 395	EGL	395	Topics in Literary and Cultural Studies of Europe	HFA+	3
EGL 397	EGL	397	Topics in Literary and Cultural Studies in Asia, Africa, and Latin America	HFA+	3
EGL 399	EGL	399	Topics in American Literary and Cultural Studies	HFA+ USA	3
EGL 400	EGL	400	Experiential Learning, Speak Effectively, Practice Critical and Ethical Reasoning	CER EXP+ SPK	0
EGL 440	EGL	440	Performance and Technology in Teaching Literature and Composition	CER EXP+ SPK	3
EGL 441	EGL	441	Methods of Instruction in Literature and Composition		3
EGL 444	EGL	444	Experiential Learning	EXP+	0
EGL 449	EGL	449	Field Experience, Grades 7-12	EXP+	1
EGL 450	EGL	450	Field Experience, Grades 7-12	CER EXP+ SPK	1
EGL 451	EGL	451	Supervised Student Teaching - English; Middle Level Grades 7-9	CER EXP+ SPK	6
EGL 452	EGL	452	Supervised Student Teaching - English; High School Grades 10-12	CER EXP+ SPK	6
EGL 454	EGL	454	Student Teaching Seminar	CER EXP+ SPK	3
EGL 458	EGL	458	Speak Effectively Before an Audience	SPK	0
EGL 475	EGL	475	Undergraduate Teaching Practicum I	EXP+	3
EGL 476	EGL	476	Undergraduate Teaching Practicum II	EXP+	3
EGL 487	EGL	487	Independent Project		0-6
EGL 488	EGL	488	Internship	EXP+	0-6
EGL 491	EGL	491	Honors Seminar: British Literature		3
EGL 492	EGL	492	Honors Seminar: American or Anglophone Literature		3
EGL 494	EGL	494	Honors Practicum: Research		3
EGL 496	EGL	496	Senior Honors Project		0-3
ENS 101	ENS	101	Prospects for Planet Earth	SNW	3
ENS 119	ENS	119	Physics for Environmental Studies	SNW	4
ENS 301	ENS	301	Contemporary Environmental Issues and Policies	STAS	3
ENS 311	ENS	311	Ecosystem Ecology and the Global Environment	STAS	3
ENS 312	ENS	312	Population, Technology, and the Environment	STAS	3
ENS 333	ENS	333	Environmental Law		3
ENS 339	ENS	339	Economics of Coastal and Marine Ecosystems	STAS	3
ENS 395	ENS	395	Topics in Environmental Sciences		3
ENS 443	ENS	443	Environmental Problem Solving		3
ENS 447	ENS	447	Readings in Environmental Studies		1-3
ENS 487	ENS	487	Independent Research in Environmental Studies	EXP+	0-6
ENS 488	ENS	488	Internship in Environmental Studies	EXP+	0-6
ENV 115	ENV	115	Chemistry, Life, and Environment	SNW	3
ENV 301	ENV	301	Sustainability of the Long Island Pine Barrens	SPK STAS	3
ENV 304	ENV	304	Global Environmental Change	STAS	3
ENV 310	ENV	310	Sustainability and Renewable Energy - Costa Rica	STAS	4
ENV 315	ENV	315	Principles and Applications of Groundwater Hydrology		3
ENV 316	ENV	316	Coastal Zone Management		3
ENV 320	ENV	320	Chemistry for Environmental Scientists	STAS	3
ENV 321	ENV	321	Chemistry for Environmental Scientists-Lab		1
ENV 339	ENV	339	Economics of Coastal and Marine Ecosystems	STAS	3
ENV 340	ENV	340	Contemporary Topics in Environmental Science	ESI STEM+	3
ENV 444	ENV	444	Experiential Learning	EXP+	0
ENV 487	ENV	487	Research in Environmental Sciences	EXP+	0-6
ENV 488	ENV	488	Internship in Coastal Environmental Studies	EXP+	0-1
ESE 111	ESE	111	Making with Arduino: Hardware and Programming	TECH	3
ESE 118	ESE	118	Digital Logic Design	TECH	4
ESE 121	ESE	121	Introduction to Audio Systems	TECH	3
ESE 122	ESE	122	Discrete Mathematics for Engineers		3
ESE 123	ESE	123	Introduction to Electrical and Computer Engineering	TECH	4
ESE 124	ESE	124	Programming Fundamentals		4
ESE 188	ESE	188	Understanding Machine Learning	TECH	3
ESE 201	ESE	201	Engineering and Technology Entrepreneurship		3
ESE 224	ESE	224	Advanced Programming and Data Structures		4
ESE 271	ESE	271	Electrical Circuit Analysis		3
ESE 272	ESE	272	Electronics		4
ESE 273	ESE	273	Microelectronic Circuits		3
ESE 280	ESE	280	Embedded Microcontroller Systems Design I		4
ESE 290	ESE	290	Transitional Study		1-3
ESE 300	ESE	300	Technical Communication for Electrical and Computer Engineers		2
ESE 301	ESE	301	Engineering Ethics and Societal Impact	STAS	2
ESE 304	ESE	304	Applications of Operational Amplifiers		3
ESE 305	ESE	305	Deterministic Signals and Systems		3
ESE 306	ESE	306	Random Signals and Systems		3
ESE 315	ESE	315	Control System Design		3
ESE 319	ESE	319	Electromagnetic Waves and Transmission Lines		3
ESE 323	ESE	323	Modern Circuit Board Design and Prototyping		3
ESE 324	ESE	324	Advanced Electronics Laboratory		3
ESE 325	ESE	325	Modern Sensors		3
ESE 326	ESE	326	Fundamental Algorithms for Automated Electronic Design		3
ESE 327	ESE	327	Fundamental Algorithms for Machine Learning Systems		3
ESE 330	ESE	330	Integrated Electronics		3
ESE 331	ESE	331	Semiconductor Devices		3
ESE 332	ESE	332	Quantum Mechanics for Engineers		3
ESE 333	ESE	333	Real-Time Operating Systems		3
ESE 334	ESE	334	Introduction to Nanoelectronic Devices		3
ESE 337	ESE	337	Digital Signal Processing: Theory		3
ESE 342	ESE	342	Communication Systems		3
ESE 343	ESE	343	Mobile Cloud Computing		3
ESE 344	ESE	344	Software Techniques for Engineers		3
ESE 345	ESE	345	Computer Architecture		3
ESE 346	ESE	346	Computer Communications		3
ESE 347	ESE	347	Digital Signal Processing: Implementation		4
ESE 350	ESE	350	Electrical Power Systems		3
ESE 352	ESE	352	Electromechanical Energy Converters		3
ESE 355	ESE	355	VLSI System Design		4
ESE 356	ESE	356	Digital System Specification and Modeling		3
ESE 358	ESE	358	Computer Vision		3
ESE 360	ESE	360	Network Security Engineering		3
ESE 366	ESE	366	Design using Programmable Mixed-Signal Systems-on-Chip		4
ESE 375	ESE	375	Architectures for Digital Signal Processing		3
ESE 381	ESE	381	Embedded Microprocessor Systems Design II		4
ESE 382	ESE	382	Digital Design Using VHDL and PLDs		4
ESE 388	ESE	388	Foundations of Machine Learning		3
ESE 411	ESE	411	Analog Integrated Circuits		3
ESE 412	ESE	412	Lightwave Devices		3
ESE 413	ESE	413	Introduction to Photovoltaics		3
ESE 414	ESE	414	Fundamentals of Low Noise Electronics for Sensors		3
ESE 440	ESE	440	Senior Design I	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
ESE 441	ESE	441	Senior Design II	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
ESE 442	ESE	442	Recent Advances in Communications and Networks		3
ESE 451	ESE	451	Power Electronics		3
ESE 452	ESE	452	Advanced Power Electronics		3
ESE 457	ESE	457	Fundamentals of Digital Image Processing		3
ESE 475	ESE	475	Undergraduate Teaching Practicum	EXP+	3
ESE 476	ESE	476	Instructional Laboratory Development Practicum	EXP+	3
ESE 488	ESE	488	Internship in Electrical/Computer Engineering	EXP+	3
ESE 494	ESE	494	Honors Seminar on Research		1
ESE 495	ESE	495	Honors Research Project		3
ESE 499	ESE	499	Research in Electrical Sciences		0-3
ESG 100	ESG	100	Introduction to Engineering Science	TECH	3
ESG 111	ESG	111	Programming for Engineers		3
ESG 198	ESG	198	Fundamentals of Engineering Chemistry		3
ESG 199	ESG	199	Introduction to Undergraduate Research		0-3
ESG 201	ESG	201	Learning from Engineering Disaster	STAS	3
ESG 281	ESG	281	Engineering Introduction to the Solid State		3
ESG 300	ESG	300	Writing in Engineering Science		0
ESG 302	ESG	302	Thermodynamics of Materials		3
ESG 312	ESG	312	Engineering Laboratory		4
ESG 316	ESG	316	Engineering Science Design Methods		4
ESG 332	ESG	332	Materials Science I: Structure and Properties of Materials		3
ESG 333	ESG	333	Materials Science II: Electronic Properties		3
ESG 375	ESG	375	Fundamentals of Professional Engineering		1
ESG 420	ESG	420	Fluid Flow, Heat & Mass Transport		3
ESG 440	ESG	440	Capstone Engineering Design I	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
ESG 441	ESG	441	Capstone Engineering Design II	CER ESI EXP+ SBS+ SPK STEM+ WRTD	3
ESG 487	ESG	487	Cooperative Research in Technological Solutions		0-3
ESM 121	ESM	121	Better Planet By Design	STAS	3
ESM 150	ESM	150	Materials of the Modern World	TECH	3
ESM 212	ESM	212	Introduction to Environmental Engineering		3
ESM 213	ESM	213	Introduction to Nanotechnology Studies		3
ESM 299	ESM	299	Directed Research in Materials Science		0-3
ESM 325	ESM	325	Diffraction Techniques and Structure of Solids		3
ESM 335	ESM	335	Strength of Materials		3
ESM 336	ESM	336	Electronic Materials		3
ESM 339	ESM	339	Microfabrication and Thin Film Processing of Advanced Materials		4
ESM 378	ESM	378	Materials Chemistry		3
ESM 400	ESM	400	Research and Nanotechnology		3
ESM 450	ESM	450	Engineering Systems Laboratory	TECH	3
ESM 453	ESM	453	Biomaterials		3
ESM 455	ESM	455	Materials and Processes in Manufacturing Design		3
ESM 460	ESM	460	Advanced Engineering Laboratory		3
ESM 469	ESM	469	Polymer Engineering		3
ESM 475	ESM	475	Undergraduate Teaching Practicum	EXP+	3
ESM 486	ESM	486	Innovation and Entrepreneurship in Engineering		3
ESM 488	ESM	488	Cooperative Industrial Practice	EXP+	0-6
ESM 499	ESM	499	Research in Materials Science		0-4
EST 100	EST	100	Designing, Producing & Presenting Multimedia Projects	TECH	3
EST 102	EST	102	Weather and Climate	SNW	3
EST 104	EST	104	Projects in Technology and Society		1-3
EST 105	EST	105	The Digital Generation: Leveraging Technology to Build 21st Century Skills	TECH	3
EST 106	EST	106	The Digital Generation: Creating a Professional Web Presence	TECH	3
EST 192	EST	192	Introduction to Modern Engineering		3
EST 194	EST	194	Decision-making	QPS	3
EST 200	EST	200	Cultural Technologies and Society	STAS	3
EST 201	EST	201	Technological Trends in Society	STAS	3
EST 202	EST	202	Introduction to Science, Technology, and Society Studies	TECH	3
EST 203	EST	203	Technology in the City		3
EST 204	EST	204	Modern Digital Technology and Innovation	TECH	3
EST 205	EST	205	Introduction to Technological Design: Innovation and Design Thinking	TECH	3
EST 207	EST	207	Interaction Design	TECH	3
